Name,Channel,ChannelOrder,n_width,n_half_width,n_1_width,ChannelWidthAvg,ChannelLength,NormChannelWidth,NormChannelLength,Hydroclimate,Type,
Poyang,50,10.0,4.0,3.0,3.0,3.3,77.8,0.0,0.2,5,River-dominated,
Poyang,51,11.0,13.0,9.0,13.0,11.7,411.9,0.0,0.8,5,River-dominated,
Poyang,52,11.0,5.0,4.0,3.0,4.0,445.9,0.0,0.9,5,River-dominated,
Poyang,53,10.0,16.0,15.0,58.0,29.7,145.3,0.1,0.3,5,River-dominated,
Poyang,54,10.0,11.0,10.0,7.0,9.3,331.9,0.0,0.7,5,River-dominated,
Poyang,55,11.0,2.0,2.0,2.0,2.0,60.8,0.0,0.1,5,River-dominated,
Poyang,56,11.0,6.0,4.0,4.0,4.7,131.2,0.0,0.3,5,River-dominated,
Poyang,57,11.0,11.0,6.0,6.0,7.7,86.4,0.0,0.2,5,River-dominated,
Poyang,58,11.0,46.0,25.0,14.0,28.3,190.5,0.1,0.4,5,River-dominated,
Poyang,59,9.0,12.0,17.0,13.0,14.0,233.0,0.0,0.5,5,River-dominated,
Poyang,60,9.0,15.0,13.0,6.0,11.3,195.0,0.0,0.4,5,River-dominated,
Rajang,1,1,763,914,752,809.7,34263,1.0,42.3,1,Tide-influenced,
Rajang,2,2,475,539,621,545.0,28314,0.7,35.0,1,Tide-influenced,
Rajang,3,2,292,410,1139,613.7,106915,0.8,132.0,1,Tide-influenced,
Rajang,4,3,457,437,476,456.7,14792,0.6,18.3,1,Tide-influenced,
Rajang,5,3,345,464,1969,926.0,84318,1.1,104.1,1,Tide-influenced,
Rajang,6,4,425,323,317,355.0,17105,0.4,21.1,1,Tide-influenced,
Rajang,7,4,457,517,1584,852.7,29087,1.1,35.9,1,Tide-influenced,
Rajang,8,5,728,484,307,506.3,41300,0.6,51.0,1,Tide-influenced,
Rajang,9,5,853,1228,1704,1261.7,30256,1.6,37.4,1,Tide-influenced,
Rajang,10,5,1877,2065,4851,2931.0,39766,3.6,49.1,1,Tide-influenced,
Rajang,11,5,1068,1356,3471,1965.0,27112,2.4,33.5,1,Tide-influenced,
Red,1,1,1022,1001,898,973.7,61663,1.0,63.3,5,Tide-influenced,
Red,2,2,575,683,292,516.7,98142,0.5,100.8,5,Tide-influenced,
Red,3,2,378,313,470,387.0,69263,0.4,71.1,5,Tide-influenced,
Red,4,3,519,487,458,488.0,39951,0.5,41.0,5,Tide-influenced,
Red,5,3,145,235,359,246.3,72069,0.3,74.0,5,Tide-influenced,
Red,6,3,280,348,440,356.0,95209,0.4,97.8,5,Tide-influenced,
Red,7,3,223,258,367,282.7,33737,0.3,34.6,5,Tide-influenced,
Red,8,4,207,385,576,389.3,82481,0.4,84.7,5,Tide-influenced,
Red,9,4,143,157,340,213.3,54803,0.2,56.3,5,Tide-influenced,
Red,10,4,395,243,457,365.0,44176,0.4,45.4,5,Tide-influenced,
Red,11,5,159,311,270,246.7,45234,0.3,46.5,5,Tide-influenced,
Red,12,5,61,239,790,363.3,42185,0.4,43.3,5,Tide-influenced,
Red,13,6,585,535,680,600.0,10631,0.6,10.9,5,Tide-influenced,
Red,14,6,245,294,344,294.3,15906,0.3,16.3,5,Tide-influenced,
Red,15,6,336,367,413,372.0,14673,0.4,15.1,5,Tide-influenced,
Rioni,1,1,471,287,287,348.3,21588,1.0,62.0,5,Wave-influenced,
Rioni,2,2,122,133,118,124.3,9801,0.4,28.1,5,Wave-influenced,
Rioni,3,2,286,117,177,193.3,6485,0.6,18.6,5,Wave-influenced,
Rioni,4,3,224,243,285,250.7,2921,0.7,8.4,5,Wave-influenced,
Rioni,5,3,341,340,246,309.0,3059,0.9,8.8,5,Wave-influenced,
Rufiji,1,1,267,316,412,331.7,111251,1.0,335.4,3,Tide-influenced,
Rufiji,2,2,198,778,774,583.3,26354,1.8,79.5,3,Tide-influenced,
Rufiji,3,2,172,168,246,195.3,5419,0.6,16.3,3,Tide-influenced,
Rufiji,4,2,104,341,708,384.3,22423,1.2,67.6,3,Tide-influenced,
Rufiji,5,2,68,92,374,178.0,31411,0.5,94.7,3,Tide-influenced,
Rufiji,6,3,278,374,374,342.0,12228,1.0,36.9,3,Tide-influenced,
Rufiji,7,3,175,552,332,353.0,17814,1.1,53.7,3,Tide-influenced,
Rufiji,8,3,222,244,312,259.3,1730,0.8,5.2,3,Tide-influenced,
Rufiji,9,3,143,188,2022,784.3,1754,2.4,5.3,3,Tide-influenced,
Saskatchewan,1,1,394,296,224,304.7,33304,1.0,109.3,6,River-dominated,
Saskatchewan,2,2,201,154,114,156.3,941,0.5,3.1,6,River-dominated,
Saskatchewan,3,2,242,301,344,295.7,966,1.0,3.2,6,River-dominated,
Saskatchewan,4,3,70,72,78,73.3,3623,0.2,11.9,6,River-dominated,
Saskatchewan,5,3,76,86,68,76.7,1321,0.3,4.3,6,River-dominated,
Saskatchewan,6,3,52,37,62,50.3,7400,0.2,24.3,6,River-dominated,
Saskatchewan,7,3,247,224,204,225.0,942,0.7,3.1,6,River-dominated,
Saskatchewan,8,4,36,30,36,34.0,2428,0.1,8.0,6,River-dominated,
Saskatchewan,9,4,22,21,16,19.7,2293,0.1,7.5,6,River-dominated,
Saskatchewan,10,4,39,27,440,168.7,2076,0.6,6.8,6,River-dominated,
Saskatchewan,11,4,30,36,25,30.3,1030,0.1,3.4,6,River-dominated,
Saskatchewan,12,4,33,56,26,38.3,5816,0.1,19.1,6,River-dominated,
Saskatchewan,13,4,134,122,148,134.7,4005,0.4,13.1,6,River-dominated,
Saskatchewan,14,4,82,177,209,156.0,1771,0.5,5.8,6,River-dominated,
Saskatchewan,15,5,23,22,17,20.7,153,0.1,0.5,6,River-dominated,
Saskatchewan,16,5,17,16,15,16.0,99,0.1,0.3,6,River-dominated,
Saskatchewan,17,5,12,16,23,17.0,2272,0.1,7.5,6,River-dominated,
Saskatchewan,18,5,20,22,27,23.0,3854,0.1,12.6,6,River-dominated,
Saskatchewan,19,5,65,92,129,95.3,1995,0.3,6.5,6,River-dominated,
Saskatchewan,20,5,60,70,66,65.3,833,0.2,2.7,6,River-dominated,
Saskatchewan,21,5,66,91,115,90.7,2234,0.3,7.3,6,River-dominated,
Saskatchewan,22,5,80,48,66,64.7,3588,0.2,11.8,6,River-dominated,
Saskatchewan,23,6,13,16,25,18.0,1240,0.1,4.1,6,River-dominated,
Saskatchewan,24,6,13,14,29,18.7,1165,0.1,3.8,6,River-dominated,
Saskatchewan,25,6,28,28,38,31.3,326,0.1,1.1,6,River-dominated,
Saskatchewan,26,6,15,29,69,37.7,306,0.1,1.0,6,River-dominated,
Saskatchewan,27,6,65,71,66,67.3,525,0.2,1.7,6,River-dominated,
Saskatchewan,28,6,70,56,53,59.7,1010,0.2,3.3,6,River-dominated,
Saskatchewan,29,6,72,39,43,51.3,2015,0.2,6.6,6,River-dominated,
Saskatchewan,30,6,25,31,25,27.0,1562,0.1,5.1,6,River-dominated,
Saskatchewan,31,6,81,59,54,64.7,2765,0.2,9.1,6,River-dominated,
Saskatchewan,32,6,85,98,122,101.7,1318,0.3,4.3,6,River-dominated,
Saskatchewan,33,6,52,52,61,55.0,684,0.2,2.2,6,River-dominated,
Saskatchewan,34,6,24,41,37,34.0,764,0.1,2.5,6,River-dominated,
Saskatchewan,35,4,21,14,17,17.3,548,0.1,1.8,6,River-dominated,
Saskatchewan,36,4,44,44,61,49.7,452,0.2,1.5,6,River-dominated,
Saskatchewan,37,5,62,58,64,61.3,106,0.2,0.3,6,River-dominated,
Saskatchewan,38,5,36,37,44,39.0,154,0.1,0.5,6,River-dominated,
Saskatchewan,39,7,19,17,20,18.7,154,0.1,0.5,6,River-dominated,
Saskatchewan,40,7,15,13,17,15.0,250,0.0,0.8,6,River-dominated,
Saskatchewan,41,7,17,19,18,18.0,362,0.1,1.2,6,River-dominated,
Saskatchewan,42,7,52,51,35,46.0,362,0.2,1.2,6,River-dominated,
Saskatchewan,43,7,133,91,80,101.3,1159,0.3,3.8,6,River-dominated,
Saskatchewan,44,7,32,45,39,38.7,1951,0.1,6.4,6,River-dominated,
Saskatchewan,45,7,38,29,29,32.0,242,0.1,0.8,6,River-dominated,
Saskatchewan,46,7,11,9,12,10.7,150,0.0,0.5,6,River-dominated,
Saskatchewan,47,5,30,30,28,29.3,378,0.1,1.2,6,River-dominated,
Saskatchewan,48,5,18,17,18,17.7,246,0.1,0.8,6,River-dominated,
Saskatchewan,49,8,142,131,157,143.3,410,0.5,1.3,6,River-dominated,
Saskatchewan,50,8,116,98,133,115.7,761,0.4,2.5,6,River-dominated,
Saskatchewan,51,9,47,46,47,46.7,299,0.2,1.0,6,River-dominated,
Saskatchewan,52,9,53,48,65,55.3,323,0.2,1.1,6,River-dominated,
Saskatchewan,53,9,86,68,56,70.0,422,0.2,1.4,6,River-dominated,
Saskatchewan,54,9,100,7,90,65.7,432,0.2,1.4,6,River-dominated,
Selegna,1,1,500,447,551,499.3,4294,1.0,8.6,6,River-dominated,
Selegna,2,2,222,270,307,266.3,7850,0.5,15.7,6,River-dominated,
Selegna,3,2,220,246,251,239.0,6813,0.5,13.6,6,River-dominated,
Selegna,4,2,260,215,268,247.7,16571,0.5,33.2,6,River-dominated,
Selegna,5,3,300,335,388,341.0,2763,0.7,5.5,6,River-dominated,
Selegna,6,3,272,322,312,302.0,5923,0.6,11.9,6,River-dominated,
Selegna,7,3,228,321,220,256.3,19908,0.5,39.9,6,River-dominated,
Selegna,8,3,346,234,256,278.7,10953,0.6,21.9,6,River-dominated,
Selegna,9,4,150,190,150,163.3,10556,0.3,21.1,6,River-dominated,
Selegna,10,4,177,204,320,233.7,9681,0.5,19.4,6,River-dominated,
Selegna,11,4,207,121,175,167.7,3385,0.3,6.8,6,River-dominated,
Selegna,12,4,103,175,228,168.7,6235,0.3,12.5,6,River-dominated,
Selegna,13,4,55,28,32,38.3,13057,0.1,26.1,6,River-dominated,
Selegna,16,5,245,165,192,200.7,14048,0.4,28.1,6,River-dominated,
Selegna,17,5,189,175,160,174.7,8936,0.3,17.9,6,River-dominated,
Selegna,18,5,80,70,76,75.3,4701,0.2,9.4,6,River-dominated,
Selegna,19,5,99,97,120,105.3,11255,0.2,22.5,6,River-dominated,
Selegna,20,5,188,152,108,149.3,9175,0.3,18.4,6,River-dominated,
Selegna,21,5,63,62,41,55.3,8268,0.1,16.6,6,River-dominated,
Selegna,14,4,105,140,170,138.3,5948,0.3,11.9,6,River-dominated,
Selegna,15,4,73,70,70,71.0,12721,0.1,25.5,6,River-dominated,
Selegna,22,5,80,153,170,134.3,9016,0.3,18.1,6,River-dominated,
Selegna,23,5,188,112,102,134.0,6605,0.3,13.2,6,River-dominated,
Selegna,24,6,250,207,142,199.7,10399,0.4,20.8,6,River-dominated,
Selegna,25,6,119,85,129,111.0,12383,0.2,24.8,6,River-dominated,
Selegna,26,6,53,49,80,60.7,9447.7,0.1,18.9,6,River-dominated,
Selegna,27,6,102,139,106,115.7,10518,0.2,21.1,6,River-dominated,
Selegna,28,6,55,63,58,58.7,17682,0.1,35.4,6,River-dominated,
Selegna,29,6,48,34,60,47.3,22136,0.1,44.3,6,River-dominated,
Selegna,30,6,53,47,72,57.3,6125,0.1,12.3,6,River-dominated,
Selegna,31,6,99,89,130,106.0,9515,0.2,19.1,6,River-dominated,
Selegna,32,7,145,139,201,161.7,13550,0.3,27.1,6,River-dominated,
Selegna,33,7,75,161,265,167.0,10000,0.3,20.0,6,River-dominated,
Selegna,34,7,82,67,62,70.3,9146,0.1,18.3,6,River-dominated,
Selegna,35,7,33,40,88,53.7,7835,0.1,15.7,6,River-dominated,
Selegna,36,7,37,31,35,34.3,7634,0.1,15.3,6,River-dominated,
Selegna,37,7,30,27,25,27.3,6670,0.1,13.4,6,River-dominated,
Selegna,38,7,20,21,20,20.3,6480,0.0,13.0,6,River-dominated,
Selegna,39,7,33,36,30,33.0,12348,0.1,24.7,6,River-dominated,
Selegna,40,7,45,49,80,58.0,3539,0.1,7.1,6,River-dominated,
Selegna,41,7,77,40,15,44.0,7173,0.1,14.4,6,River-dominated,
Selegna,42,7,25,33,37,31.7,19853,0.1,39.8,6,River-dominated,
Selegna,43,7,57,70,60,62.3,17849,0.1,35.7,6,River-dominated,
Selegna,44,7,84,81,74,79.7,12564,0.2,25.2,6,River-dominated,
Selegna,45,7,108,170,109,129.0,14893,0.3,29.8,6,River-dominated,
Sinu,1,1,132,137,157,142.0,942,1.0,6.6,3,Wave-influenced,
Sinu,2,2,117,118,133,122.7,1194,0.9,8.4,3,Wave-influenced,
Sinu,3,2,11,13,26,16.7,4338,0.1,30.5,3,Wave-influenced,
Sinu,4,3,57,46,52,51.7,2450,0.4,17.3,3,Wave-influenced,
Sinu,5,3,72,72,100,81.3,2727,0.6,19.2,3,Wave-influenced,
Slave,1,1,1024,1003,833,953.3,96310,1.0,1.0,6,River-dominated,
Slave,2,2,205,173,252,210.0,18216,0.2,0.2,6,River-dominated,
Slave,3,2,768,663,920,783.7,11708,0.8,0.8,6,River-dominated,
Slave,4,3,88,90,91,89.7,8773,0.1,0.1,6,River-dominated,
Slave,5,3,48,69,82,66.3,9183,0.1,0.1,6,River-dominated,
Slave,6,3,319,297,243,286.3,3385,0.3,0.3,6,River-dominated,
Slave,7,3,1116,953,934,1001.0,2340,1.1,1.0,6,River-dominated,
Slave,8,3,20,25,26,23.7,12059,0.0,0.0,6,River-dominated,
Slave,9,4,34,31,38,34.3,8467,0.0,0.0,6,River-dominated,
Slave,10,4,7,74,108,63.0,4493,0.1,0.1,6,River-dominated,
Slave,11,4,33,38,49,40.0,1631,0.0,0.0,6,River-dominated,
Slave,12,4,31,48,38,39.0,1598,0.0,0.0,6,River-dominated,
Slave,13,4,73,72,70,71.7,4440,0.1,0.1,6,River-dominated,
Slave,14,4,17,16,32,21.7,4396,0.0,0.0,6,River-dominated,
Slave,15,4,34,32,37,34.3,2667,0.0,0.0,6,River-dominated,
Slave,16,4,283,272,295,283.3,1621,0.3,0.3,6,River-dominated,
Slave,17,5,35,31,35,33.7,3100,0.0,0.0,6,River-dominated,
Slave,18,5,22,21,24,22.3,5192,0.0,0.0,6,River-dominated,
Volga,1,1,970,903,649,840.7,48075,1.0,57.2,4,River-dominated,
Volga,2,2,609,644,629,627.3,37707,0.7,44.9,4,River-dominated,
Volga,3,3,863,561,496,640.0,34619,0.8,41.2,4,River-dominated,
Volga,4,3,360,351,235,315.3,22606,0.4,26.9,4,River-dominated,
Volga,5,4,116,108,116,113.3,5180,0.1,6.2,4,River-dominated,
Volga,6,4,354,295,360,336.3,14364,0.4,17.1,4,River-dominated,
Volga,7,5,173,182,179,178.0,15173,0.2,18.0,4,River-dominated,
Volga,8,5,206,161,119,162.0,18285,0.2,21.8,4,River-dominated,
Volga,9,4,246,381,371,332.7,30919,0.4,36.8,4,River-dominated,
Volga,10,4,195,201,219,205.0,22309,0.2,26.5,4,River-dominated,
Volga,11,5,107,105,92,101.3,13156,0.1,15.6,4,River-dominated,
Volga,12,5,216,102,59,125.7,10060,0.1,12.0,4,River-dominated,
Volga,13,3,301,257,230,262.7,38283,0.3,45.5,4,River-dominated,
Volga,14,4,119,109,120,116.0,18070,0.1,21.5,4,River-dominated,
Volga,15,4,135,122,72,109.7,17309,0.1,20.6,4,River-dominated,
Volga,16,3,719,645,613,659.0,15133,0.8,18.0,4,River-dominated,
Volga,17,4,709,517,677,634.3,6528,0.8,7.8,4,River-dominated,
Volga,18,4,305,363,316,328.0,33639,0.4,40.0,4,River-dominated,
Volga,19,5,244,162,116,174.0,22841,0.2,27.2,4,River-dominated,
Volga,20,5,65,133,111,103.0,14837,0.1,17.6,4,River-dominated,
Volga,21,5,204,235,145,194.7,13083,0.2,15.6,4,River-dominated,
Volga,22,6,203,154,191,182.7,34519,0.2,41.1,4,River-dominated,
Volga,23,5,219,505,337,353.7,59740,0.4,71.1,4,River-dominated,
Volga,24,6,198,165,142,168.3,7810,0.2,9.3,4,River-dominated,
Volga,25,6,254,187,202,214.3,6873,0.3,8.2,4,River-dominated,
Volga,26,6,285,218,154,219.0,41331,0.3,49.2,4,River-dominated,
Wax Lake,1,1,256,298,435,329.7,2352,1.0,7.1,5,River-dominated,
Wax Lake,2,2,211,402,477,363.3,5000,1.1,15.2,5,River-dominated,
Wax Lake,3,2,460,569,963,664.0,2992,2.0,9.1,5,River-dominated,
Wax Lake,4,3,90,88,104,94.0,1599,0.3,4.9,5,River-dominated,
Wax Lake,5,3,383,264,321,322.7,1978,1.0,6.0,5,River-dominated,
Wax Lake,6,3,1014,1080,997,1030.3,1561,3.1,4.7,5,River-dominated,
Wax Lake,8,3,527,474,506,502.3,1705,1.5,5.2,5,River-dominated,
Wax Lake,9,3,532,432,529,497.7,4301,1.5,13.0,5,River-dominated,
Wax Lake,10,4,90,78,118,95.3,1333,0.3,4.0,5,River-dominated,
Wax Lake,11,4,101,110,136,115.7,990,0.4,3.0,5,River-dominated,
Wax Lake,12,4,340,283,304,309.0,2313,0.9,7.0,5,River-dominated,
Wax Lake,13,4,802,723,771,765.3,1492,2.3,4.5,5,River-dominated,
Wax Lake,14,4,372,419,245,345.3,5627,1.0,17.1,5,River-dominated,
Wax Lake,15,4,174,240,197,203.7,3309,0.6,10.0,5,River-dominated,
Wax Lake,16,4,243,193,117,184.3,1086,0.6,3.3,5,River-dominated,
Wax Lake,17,4,289,322,381,330.7,2292,1.0,7.0,5,River-dominated,
Wax Lake,18,5,58,62,65,61.7,1773,0.2,5.4,5,River-dominated,
Wax Lake,18,5,293,302,366,320.3,1394,1.0,4.2,5,River-dominated,
Wax Lake,19,5,471,460,588,506.3,2550,1.5,7.7,5,River-dominated,
Wax Lake,20,5,175,254,292,240.3,4033,0.7,12.2,5,River-dominated,
Yukon,1,1,1982,5613,3722,3772.3,70118,1.0,18.6,6,Tide-influenced,
Yukon,2,2,4095,3883,3057,3678.3,101717,1.0,27.0,6,Tide-influenced,
Yukon,3,2,1006,1338,2511,1618.3,109111,0.4,28.9,6,Tide-influenced,
Yukon,4,3,2077,4725,4192,3664.7,51805,1.0,13.7,6,Tide-influenced,
Yukon,5,3,753,792,696,747.0,38996,0.2,10.3,6,Tide-influenced,
Yukon,6,3,1711,1238,1876,1608.3,44083,0.4,11.7,6,Tide-influenced,
Yukon,7,3,1163,970,1262,1131.7,9932,0.3,2.6,6,Tide-influenced,
Yukon,8,4,3893,4594,6162,4883.0,21474,1.3,5.7,6,Tide-influenced,
Yukon,9,4,2071,1693,1995,1919.7,18442,0.5,4.9,6,Tide-influenced,
Yukon,10,4,193,385,316,298.0,18173,0.1,4.8,6,Tide-influenced,
Yukon,11,4,1448,1076,1739,1421.0,11518,0.4,3.1,6,Tide-influenced,
Yukon,12,4,1267,2463,2655,2128.3,23834,0.6,6.3,6,Tide-influenced,
Yukon,13,4,455,631,660,582.0,25134,0.2,6.7,6,Tide-influenced,
Yukon,14,4,236,283,736,418.3,75364,0.1,20.0,6,Tide-influenced,
Yukon,15,4,406,521,1117,681.3,73063,0.2,19.4,6,Tide-influenced,
Yukon,16,5,2464,2238,2272,2324.7,12699,0.6,3.4,6,Tide-influenced,
Yukon,17,5,2206,1720,2475,2133.7,17058,0.6,4.5,6,Tide-influenced,
Yukon,18,5,1201,1237,1342,1260.0,2937,0.3,0.8,6,Tide-influenced,
Yukon,19,5,1547,1796,1850,1731.0,2941,0.5,0.8,6,Tide-influenced,
Yukon,20,5,2768,2154,3027,2649.7,8317,0.7,2.2,6,Tide-influenced,
Yukon,21,5,2085,1857,2417,2119.7,7661,0.6,2.0,6,Tide-influenced,
Yukon,22,5,189,266,514,323.0,9243,0.1,2.5,6,Tide-influenced,
Yukon,23,5,327,421,408,385.3,9069,0.1,2.4,6,Tide-influenced,
Yukon,24,5,1248,1907,1687,1614.0,7143,0.4,1.9,6,Tide-influenced,
Yukon,25,5,731,779,777,762.3,4684,0.2,1.2,6,Tide-influenced,
Yukon,26,5,211,405,400,338.7,30046,0.1,8.0,6,Tide-influenced,
Yukon,27,5,181,133,142,152.0,14033,0.0,3.7,6,Tide-influenced,
Yukon,28,5,199,210,552,320.3,26561,0.1,7.0,6,Tide-influenced,
Yukon,29,5,328,448,299,358.3,22977,0.1,6.1,6,Tide-influenced,
Yukon,30,5,1076,1192,542,936.7,14328,0.2,3.8,6,Tide-influenced,
Yukon,31,5,500,341,475,438.7,15308,0.1,4.1,6,Tide-influenced,
Yukon,32,5,104,214,348,222.0,21181,0.1,5.6,6,Tide-influenced,
Yukon,33,7,188,257,231,225.3,3662,0.1,1.0,6,Tide-influenced,
Yukon,34,7,59,75,65,66.3,3775,0.0,1.0,6,Tide-influenced,
Yukon,35,6,174,382,264,273.3,13325,0.1,3.5,6,Tide-influenced,
Yukon,36,6,253,224,259,245.3,2115,0.1,0.6,6,Tide-influenced,
Yukon,37,7,177,374,242,264.3,8870,0.1,2.4,6,Tide-influenced,
Yukon,38,7,486,578,366,476.7,10744,0.1,2.8,6,Tide-influenced,
Yukon,39,6,152,124,266,180.7,13961,0.0,3.7,6,Tide-influenced,
Yukon,40,6,82,123,127,110.7,13807,0.0,3.7,6,Tide-influenced,
Yukon,41,6,125,208,153,162.0,14257,0.0,3.8,6,Tide-influenced,
Yukon,42,6,402,355,428,395.0,13115,0.1,3.5,6,Tide-influenced,
Yukon,43,7,53,70,61,61.3,6211,0.0,1.6,6,Tide-influenced,
Yukon,44,7,134,189,157,160.0,8103,0.0,2.1,6,Tide-influenced,
Yukon,45,7,31,57,47,45.0,5660,0.0,1.5,6,Tide-influenced,
Zambezi,1,1,773.00,1178.00,779.00,910.0,20177.0,1.0,22.2,3,Tide-influenced,
Zambezi,2,2,834,1057,894,928.3,17800.0,1.0,19.6,3,Tide-influenced,
Zambezi,3,2,12,104,867,327.7,74331.0,0.4,81.7,3,Tide-influenced,
Zambezi,4,3,822,561,936,773.0,28854.0,0.8,31.7,3,Tide-influenced,
Zambezi,5,3,311,471,715,499.0,24604.0,0.5,27.0,3,Tide-influenced,
Zambezi,6,4,162,509,383,351.3,12931.0,0.4,14.2,3,Tide-influenced,
Zambezi,7,4,1020,1232,1104,1118.7,13918.0,1.2,15.3,3,Tide-influenced,
